Variation Label,Parent Product,Variation SKU,SKU Status,Linked Attributes,Regular Price,Tiered Pricing,Stock,Is Active?,Published
COLSET-MOD005-0019,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0019,,"""Width — 18"""""",""Height — 120""""""",$3431.00,"{""1-6"":1786,""7-19"":1718,""20+"":1649}",,checked,checked
COLSET-MOD005-0020,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0020,,"""Width — 18"""""",""Height — 144""""""",$3916.00,"{""1-6"":2039,""7-19"":1960,""20+"":1881}",,checked,checked
COLSET-MOD005-0021,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0021,,"""Width — 18"""""",""Height — 168""""""",$4101.00,"{""1-6"":2134,""7-19"":2053,""20+"":1970}",,checked,checked
COLSET-MOD005-0022,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0022,,"""Width — 18"""""",""Height — 192""""""",$4436.00,"{""1-6"":2310,""7-19"":2221,""20+"":2133}",,checked,checked
COLSET-MOD005-0023,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0023,,"""Width — 18"""""",""Height — 216""""""",$4994.00,"{""1-6"":2599,""7-19"":2499,""20+"":2399}",,checked,checked
COLSET-MOD005-0024,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0024,,"""Width — 18"""""",""Height — 240""""""",$5535.00,"{""1-6"":2880,""7-19"":2769,""20+"":2659}",,checked,checked
COLSET-MOD005-0025,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0025,,"""Width — 20"""""",""Height — 144""""""",$4220.00,"{""1-6"":2196,""7-19"":2111,""20+"":2028}",,checked,checked
COLSET-MOD005-0026,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0026,,"""Width — 20"""""",""Height — 168""""""",$4454.00,"{""1-6"":2318,""7-19"":2229,""20+"":2140}",,checked,checked
COLSET-MOD005-0027,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0027,,"""Width — 20"""""",""Height — 192""""""",$5013.00,"{""1-6"":2609,""7-19"":2509,""20+"":2408}",,checked,checked
COLSET-MOD005-0028,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0028,,"""Width — 20"""""",""Height — 216""""""",$5339.00,"{""1-6"":2778,""7-19"":2671,""20+"":2564}",,checked,checked
COLSET-MOD005-0029,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0029,,"""Width — 20"""""",""Height — 240""""""",$6708.00,"{""1-6"":3490,""7-19"":3355,""20+"":3221}",,checked,checked
COLSET-MOD005-0030,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0030,,"""Width — 24"""""",""Height — 168""""""",$5800.00,"{""1-6"":3016,""7-19"":2900,""20+"":2785}",,checked,checked
COLSET-MOD005-0031,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0031,,"""Width — 24"""""",""Height — 192""""""",$6672.00,"{""1-6"":3470,""7-19"":3337,""20+"":3203}",,checked,checked
COLSET-MOD005-0032,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0032,,"""Width — 24"""""",""Height — 216""""""",$7544.00,"{""1-6"":3924,""7-19"":3773,""20+"":3621}",,checked,checked
COLSET-MOD005-0033,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0033,,"""Width — 24"""""",""Height — 240""""""",$8548.00,"{""1-6"":4446,""7-19"":4275,""20+"":4105}",,checked,checked
COLSET-MOD005-0034,Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005,COLSET-MOD005-0034,,"""Width — 24"""""",""Height — 264""""""",$9629.00,"{""1-6"":5009,""7-19"":4816,""20+"":4624}",,checked,checked
COLSET-MOD006-0001,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0001,,"""Width — 8"""""",""Height — 96""""""",$340.00,"{""1-6"":179,""7-19"":173,""20+"":165}",,checked,checked
COLSET-MOD006-0002,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0002,,"""Width — 8"""""",""Height — 108""""""",$385.00,"{""1-6"":203,""7-19"":194,""20+"":186}",,checked,checked
COLSET-MOD006-0003,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0003,,"""Width — 10"""""",""Height — 96""""""",$449.00,"{""1-6"":236,""7-19"":228,""20+"":218}",,checked,checked
COLSET-MOD006-0004,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0004,,"""Width — 10"""""",""Height — 108""""""",$475.00,"{""1-6"":249,""7-19"":240,""20+"":230}",,checked,checked
COLSET-MOD006-0005,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0005,,"""Width — 12"""""",""Height — 96""""""",$523.00,"{""1-6"":274,""7-19"":263,""20+"":253}",,checked,checked
COLSET-MOD006-0006,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0006,,"""Width — 12"""""",""Height — 108""""""",$568.00,"{""1-6"":296,""7-19"":285,""20+"":274}",,checked,checked
COLSET-MOD006-0007,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0007,,"""Width — 12"""""",""Height — 120""""""",$610.00,"{""1-6"":319,""7-19"":306,""20+"":295}",,checked,checked
COLSET-MOD006-0008,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0008,,"""Width — 12"""""",""Height — 144""""""",$809.00,"{""1-6"":421,""7-19"":405,""20+"":389}",,checked,checked
COLSET-MOD006-0009,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0009,,"""Width — 14"""""",""Height — 96""""""",$1318.00,"{""1-6"":686,""7-19"":660,""20+"":634}",,checked,checked
COLSET-MOD006-0010,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0010,,"""Width — 14"""""",""Height — 108""""""",$1333.00,"{""1-6"":695,""7-19"":668,""20+"":641}",,checked,checked
COLSET-MOD006-0011,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0011,,"""Width — 14"""""",""Height — 120""""""",$1350.00,"{""1-6"":703,""7-19"":675,""20+"":649}",,checked,checked
COLSET-MOD006-0012,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0012,,"""Width — 14"""""",""Height — 144""""""",$1484.00,"{""1-6"":773,""7-19"":743,""20+"":713}",,checked,checked
COLSET-MOD006-0013,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0013,,"""Width — 16"""""",""Height — 96""""""",$1399.00,"{""1-6"":729,""7-19"":700,""20+"":673}",,checked,checked
COLSET-MOD006-0014,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0014,,"""Width — 16"""""",""Height — 108""""""",$1541.00,"{""1-6"":804,""7-19"":773,""20+"":741}",,checked,checked
COLSET-MOD006-0015,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0015,,"""Width — 16"""""",""Height — 120""""""",$1685.00,"{""1-6"":878,""7-19"":844,""20+"":810}",,checked,checked
COLSET-MOD006-0016,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0016,,"""Width — 16"""""",""Height — 144""""""",$1885.00,"{""1-6"":983,""7-19"":944,""20+"":906}",,checked,checked
COLSET-MOD006-0017,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0017,,"""Width — 18"""""",""Height — 96""""""",$3214.00,"{""1-6"":1673,""7-19"":1609,""20+"":1544}",,checked,checked
COLSET-MOD006-0018,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0018,,"""Width — 18"""""",""Height — 108""""""",$3321.00,"{""1-6"":1730,""7-19"":1663,""20+"":1596}",,checked,checked
COLSET-MOD006-0019,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0019,,"""Width — 18"""""",""Height — 120""""""",$3431.00,"{""1-6"":1786,""7-19"":1718,""20+"":1649}",,checked,checked
COLSET-MOD006-0020,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0020,,"""Width — 18"""""",""Height — 144""""""",$3916.00,"{""1-6"":2039,""7-19"":1960,""20+"":1881}",,checked,checked
COLSET-MOD006-0021,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0021,,"""Width — 18"""""",""Height — 168""""""",$4101.00,"{""1-6"":2134,""7-19"":2053,""20+"":1970}",,checked,checked
COLSET-MOD006-0022,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0022,,"""Width — 18"""""",""Height — 192""""""",$4436.00,"{""1-6"":2310,""7-19"":2221,""20+"":2133}",,checked,checked
COLSET-MOD006-0023,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0023,,"""Width — 18"""""",""Height — 216""""""",$4994.00,"{""1-6"":2599,""7-19"":2499,""20+"":2399}",,checked,checked
COLSET-MOD006-0024,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0024,,"""Width — 18"""""",""Height — 240""""""",$5535.00,"{""1-6"":2880,""7-19"":2769,""20+"":2659}",,checked,checked
COLSET-MOD006-0025,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0025,,"""Width — 20"""""",""Height — 144""""""",$4220.00,"{""1-6"":2196,""7-19"":2111,""20+"":2028}",,checked,checked
COLSET-MOD006-0026,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0026,,"""Width — 20"""""",""Height — 168""""""",$4454.00,"{""1-6"":2318,""7-19"":2229,""20+"":2140}",,checked,checked
COLSET-MOD006-0027,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0027,,"""Width — 20"""""",""Height — 192""""""",$5013.00,"{""1-6"":2609,""7-19"":2509,""20+"":2408}",,checked,checked
COLSET-MOD006-0028,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0028,,"""Width — 20"""""",""Height — 216""""""",$5339.00,"{""1-6"":2778,""7-19"":2671,""20+"":2564}",,checked,checked
COLSET-MOD006-0029,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0029,,"""Width — 20"""""",""Height — 240""""""",$6708.00,"{""1-6"":3490,""7-19"":3355,""20+"":3221}",,checked,checked
COLSET-MOD006-0030,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0030,,"""Width — 24"""""",""Height — 168""""""",$5800.00,"{""1-6"":3016,""7-19"":2900,""20+"":2785}",,checked,checked
COLSET-MOD006-0031,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0031,,"""Width — 24"""""",""Height — 192""""""",$6672.00,"{""1-6"":3470,""7-19"":3337,""20+"":3203}",,checked,checked
COLSET-MOD006-0032,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0032,,"""Width — 24"""""",""Height — 216""""""",$7544.00,"{""1-6"":3924,""7-19"":3773,""20+"":3621}",,checked,checked
COLSET-MOD006-0033,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0033,,"""Width — 24"""""",""Height — 240""""""",$8548.00,"{""1-6"":4446,""7-19"":4275,""20+"":4105}",,checked,checked
COLSET-MOD006-0034,Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006,COLSET-MOD006-0034,,"""Width — 24"""""",""Height — 264""""""",$9629.00,"{""1-6"":5009,""7-19"":4816,""20+"":4624}",,checked,checked
COLSET-MOD007-0001,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0001,,"""Width — 8"""""",""Height — 96""""""",$340.00,"{""1-6"":179,""7-19"":173,""20+"":165}",,checked,checked
COLSET-MOD007-0002,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0002,,"""Width — 8"""""",""Height — 108""""""",$385.00,"{""1-6"":203,""7-19"":194,""20+"":186}",,checked,checked
COLSET-MOD007-0003,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0003,,"""Width — 10"""""",""Height — 96""""""",$449.00,"{""1-6"":236,""7-19"":228,""20+"":218}",,checked,checked
COLSET-MOD007-0004,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0004,,"""Width — 10"""""",""Height — 108""""""",$475.00,"{""1-6"":249,""7-19"":240,""20+"":230}",,checked,checked
COLSET-MOD007-0005,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0005,,"""Width — 12"""""",""Height — 96""""""",$523.00,"{""1-6"":274,""7-19"":263,""20+"":253}",,checked,checked
COLSET-MOD007-0006,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0006,,"""Width — 12"""""",""Height — 108""""""",$568.00,"{""1-6"":296,""7-19"":285,""20+"":274}",,checked,checked
COLSET-MOD007-0007,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0007,,"""Width — 12"""""",""Height — 120""""""",$610.00,"{""1-6"":319,""7-19"":306,""20+"":295}",,checked,checked
COLSET-MOD007-0008,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0008,,"""Width — 12"""""",""Height — 144""""""",$809.00,"{""1-6"":421,""7-19"":405,""20+"":389}",,checked,checked
COLSET-MOD007-0009,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0009,,"""Width — 14"""""",""Height — 96""""""",$1318.00,"{""1-6"":686,""7-19"":660,""20+"":634}",,checked,checked
COLSET-MOD007-0010,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0010,,"""Width — 14"""""",""Height — 108""""""",$1333.00,"{""1-6"":695,""7-19"":668,""20+"":641}",,checked,checked
COLSET-MOD007-0011,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0011,,"""Width — 14"""""",""Height — 120""""""",$1350.00,"{""1-6"":703,""7-19"":675,""20+"":649}",,checked,checked
COLSET-MOD007-0012,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0012,,"""Width — 14"""""",""Height — 144""""""",$1484.00,"{""1-6"":773,""7-19"":743,""20+"":713}",,checked,checked
COLSET-MOD007-0013,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0013,,"""Width — 16"""""",""Height — 96""""""",$1399.00,"{""1-6"":729,""7-19"":700,""20+"":673}",,checked,checked
COLSET-MOD007-0014,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0014,,"""Width — 16"""""",""Height — 108""""""",$1541.00,"{""1-6"":804,""7-19"":773,""20+"":741}",,checked,checked
COLSET-MOD007-0015,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0015,,"""Width — 16"""""",""Height — 120""""""",$1685.00,"{""1-6"":878,""7-19"":844,""20+"":810}",,checked,checked
COLSET-MOD007-0016,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0016,,"""Width — 16"""""",""Height — 144""""""",$1885.00,"{""1-6"":983,""7-19"":944,""20+"":906}",,checked,checked
COLSET-MOD007-0017,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0017,,"""Width — 18"""""",""Height — 96""""""",$3214.00,"{""1-6"":1673,""7-19"":1609,""20+"":1544}",,checked,checked
COLSET-MOD007-0018,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0018,,"""Width — 18"""""",""Height — 108""""""",$3321.00,"{""1-6"":1730,""7-19"":1663,""20+"":1596}",,checked,checked
COLSET-MOD007-0019,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0019,,"""Width — 18"""""",""Height — 120""""""",$3431.00,"{""1-6"":1786,""7-19"":1718,""20+"":1649}",,checked,checked
COLSET-MOD007-0020,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0020,,"""Width — 18"""""",""Height — 144""""""",$3916.00,"{""1-6"":2039,""7-19"":1960,""20+"":1881}",,checked,checked
COLSET-MOD007-0021,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0021,,"""Width — 18"""""",""Height — 168""""""",$4101.00,"{""1-6"":2134,""7-19"":2053,""20+"":1970}",,checked,checked
COLSET-MOD007-0022,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0022,,"""Width — 18"""""",""Height — 192""""""",$4436.00,"{""1-6"":2310,""7-19"":2221,""20+"":2133}",,checked,checked
COLSET-MOD007-0023,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0023,,"""Width — 18"""""",""Height — 216""""""",$4994.00,"{""1-6"":2599,""7-19"":2499,""20+"":2399}",,checked,checked
COLSET-MOD007-0024,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0024,,"""Width — 18"""""",""Height — 240""""""",$5535.00,"{""1-6"":2880,""7-19"":2769,""20+"":2659}",,checked,checked
COLSET-MOD007-0025,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0025,,"""Width — 20"""""",""Height — 144""""""",$4220.00,"{""1-6"":2196,""7-19"":2111,""20+"":2028}",,checked,checked
COLSET-MOD007-0026,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0026,,"""Width — 20"""""",""Height — 168""""""",$4454.00,"{""1-6"":2318,""7-19"":2229,""20+"":2140}",,checked,checked
COLSET-MOD007-0027,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0027,,"""Width — 20"""""",""Height — 192""""""",$5013.00,"{""1-6"":2609,""7-19"":2509,""20+"":2408}",,checked,checked
COLSET-MOD007-0028,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0028,,"""Width — 20"""""",""Height — 216""""""",$5339.00,"{""1-6"":2778,""7-19"":2671,""20+"":2564}",,checked,checked
COLSET-MOD007-0029,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0029,,"""Width — 20"""""",""Height — 240""""""",$6708.00,"{""1-6"":3490,""7-19"":3355,""20+"":3221}",,checked,checked
COLSET-MOD007-0030,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0030,,"""Width — 24"""""",""Height — 168""""""",$5800.00,"{""1-6"":3016,""7-19"":2900,""20+"":2785}",,checked,checked
COLSET-MOD007-0031,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0031,,"""Width — 24"""""",""Height — 192""""""",$6672.00,"{""1-6"":3470,""7-19"":3337,""20+"":3203}",,checked,checked
COLSET-MOD007-0032,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0032,,"""Width — 24"""""",""Height — 216""""""",$7544.00,"{""1-6"":3924,""7-19"":3773,""20+"":3621}",,checked,checked
COLSET-MOD007-0033,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0033,,"""Width — 24"""""",""Height — 240""""""",$8548.00,"{""1-6"":4446,""7-19"":4275,""20+"":4105}",,checked,checked
COLSET-MOD007-0034,Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007,COLSET-MOD007-0034,,"""Width — 24"""""",""Height — 264""""""",$9629.00,"{""1-6"":5009,""7-19"":4816,""20+"":4624}",,checked,checked
COLSET-MOD008-0001,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0001,,"""Width — 8"""""",""Height — 96""""""",$340.00,"{""1-6"":179,""7-19"":173,""20+"":165}",,checked,checked
COLSET-MOD008-0002,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0002,,"""Width — 8"""""",""Height — 108""""""",$385.00,"{""1-6"":203,""7-19"":194,""20+"":186}",,checked,checked
COLSET-MOD008-0003,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0003,,"""Width — 10"""""",""Height — 96""""""",$449.00,"{""1-6"":236,""7-19"":228,""20+"":218}",,checked,checked
COLSET-MOD008-0004,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0004,,"""Width — 10"""""",""Height — 108""""""",$475.00,"{""1-6"":249,""7-19"":240,""20+"":230}",,checked,checked
COLSET-MOD008-0005,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0005,,"""Width — 12"""""",""Height — 96""""""",$523.00,"{""1-6"":274,""7-19"":263,""20+"":253}",,checked,checked
COLSET-MOD008-0006,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0006,,"""Width — 12"""""",""Height — 108""""""",$568.00,"{""1-6"":296,""7-19"":285,""20+"":274}",,checked,checked
COLSET-MOD008-0007,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0007,,"""Width — 12"""""",""Height — 120""""""",$610.00,"{""1-6"":319,""7-19"":306,""20+"":295}",,checked,checked
COLSET-MOD008-0008,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0008,,"""Width — 12"""""",""Height — 144""""""",$809.00,"{""1-6"":421,""7-19"":405,""20+"":389}",,checked,checked
COLSET-MOD008-0009,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0009,,"""Width — 14"""""",""Height — 96""""""",$1318.00,"{""1-6"":686,""7-19"":660,""20+"":634}",,checked,checked
COLSET-MOD008-0010,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0010,,"""Width — 14"""""",""Height — 108""""""",$1333.00,"{""1-6"":695,""7-19"":668,""20+"":641}",,checked,checked
COLSET-MOD008-0011,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0011,,"""Width — 14"""""",""Height — 120""""""",$1350.00,"{""1-6"":703,""7-19"":675,""20+"":649}",,checked,checked
COLSET-MOD008-0012,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0012,,"""Width — 14"""""",""Height — 144""""""",$1484.00,"{""1-6"":773,""7-19"":743,""20+"":713}",,checked,checked
COLSET-MOD008-0013,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0013,,"""Width — 16"""""",""Height — 96""""""",$1399.00,"{""1-6"":729,""7-19"":700,""20+"":673}",,checked,checked
COLSET-MOD008-0014,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0014,,"""Width — 16"""""",""Height — 108""""""",$1541.00,"{""1-6"":804,""7-19"":773,""20+"":741}",,checked,checked
COLSET-MOD008-0015,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0015,,"""Width — 16"""""",""Height — 120""""""",$1685.00,"{""1-6"":878,""7-19"":844,""20+"":810}",,checked,checked
COLSET-MOD008-0016,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0016,,"""Width — 16"""""",""Height — 144""""""",$1885.00,"{""1-6"":983,""7-19"":944,""20+"":906}",,checked,checked
COLSET-MOD008-0017,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0017,,"""Width — 18"""""",""Height — 96""""""",$3214.00,"{""1-6"":1673,""7-19"":1609,""20+"":1544}",,checked,checked
COLSET-MOD008-0018,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0018,,"""Width — 18"""""",""Height — 108""""""",$3321.00,"{""1-6"":1730,""7-19"":1663,""20+"":1596}",,checked,checked
COLSET-MOD008-0019,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0019,,"""Width — 18"""""",""Height — 120""""""",$3431.00,"{""1-6"":1786,""7-19"":1718,""20+"":1649}",,checked,checked
COLSET-MOD008-0020,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0020,,"""Width — 18"""""",""Height — 144""""""",$3916.00,"{""1-6"":2039,""7-19"":1960,""20+"":1881}",,checked,checked
COLSET-MOD008-0021,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0021,,"""Width — 18"""""",""Height — 168""""""",$4101.00,"{""1-6"":2134,""7-19"":2053,""20+"":1970}",,checked,checked
COLSET-MOD008-0022,Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD008,COLSET-MOD008-0022,,"""Width — 18"""""",""Height — 192""""""",$4436.00,"{""1-6"":2310,""7-19"":2221,""20+"":2133}",,checked,checked
