"Строка CSV","Variation Label","Variation SKU","Parent Product","Критичность","Тип проблемы","Детали","Что исправить"
"1368","COLSET-MOD002-0026","COLSET-MOD002-0026","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1369","COLSET-MOD002-0027","COLSET-MOD002-0027","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1370","COLSET-MOD002-0028","COLSET-MOD002-0028","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1371","COLSET-MOD002-0029","COLSET-MOD002-0029","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1372","COLSET-MOD002-0030","COLSET-MOD002-0030","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1373","COLSET-MOD002-0031","COLSET-MOD002-0031","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1374","COLSET-MOD002-0032","COLSET-MOD002-0032","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1375","COLSET-MOD002-0033","COLSET-MOD002-0033","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1376","COLSET-MOD002-0034","COLSET-MOD002-0034","Round Tapered Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD002","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1377","COLSET-MOD003-0001","COLSET-MOD003-0001","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1378","COLSET-MOD003-0002","COLSET-MOD003-0002","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1379","COLSET-MOD003-0003","COLSET-MOD003-0003","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1380","COLSET-MOD003-0004","COLSET-MOD003-0004","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1381","COLSET-MOD003-0005","COLSET-MOD003-0005","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1382","COLSET-MOD003-0006","COLSET-MOD003-0006","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1383","COLSET-MOD003-0007","COLSET-MOD003-0007","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1384","COLSET-MOD003-0008","COLSET-MOD003-0008","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1385","COLSET-MOD003-0009","COLSET-MOD003-0009","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1386","COLSET-MOD003-0010","COLSET-MOD003-0010","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1387","COLSET-MOD003-0011","COLSET-MOD003-0011","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1388","COLSET-MOD003-0012","COLSET-MOD003-0012","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1389","COLSET-MOD003-0013","COLSET-MOD003-0013","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1390","COLSET-MOD003-0014","COLSET-MOD003-0014","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1391","COLSET-MOD003-0015","COLSET-MOD003-0015","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1392","COLSET-MOD003-0016","COLSET-MOD003-0016","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1393","COLSET-MOD003-0017","COLSET-MOD003-0017","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1394","COLSET-MOD003-0018","COLSET-MOD003-0018","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1395","COLSET-MOD003-0019","COLSET-MOD003-0019","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1396","COLSET-MOD003-0020","COLSET-MOD003-0020","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1397","COLSET-MOD003-0021","COLSET-MOD003-0021","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1398","COLSET-MOD003-0022","COLSET-MOD003-0022","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1399","COLSET-MOD003-0023","COLSET-MOD003-0023","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1400","COLSET-MOD003-0024","COLSET-MOD003-0024","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1401","COLSET-MOD003-0025","COLSET-MOD003-0025","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1402","COLSET-MOD003-0026","COLSET-MOD003-0026","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1403","COLSET-MOD003-0027","COLSET-MOD003-0027","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1404","COLSET-MOD003-0028","COLSET-MOD003-0028","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1405","COLSET-MOD003-0029","COLSET-MOD003-0029","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1406","COLSET-MOD003-0030","COLSET-MOD003-0030","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1407","COLSET-MOD003-0031","COLSET-MOD003-0031","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1408","COLSET-MOD003-0032","COLSET-MOD003-0032","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1409","COLSET-MOD003-0033","COLSET-MOD003-0033","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1410","COLSET-MOD003-0034","COLSET-MOD003-0034","Round Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD003","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1411","COLSET-MOD004-0001","COLSET-MOD004-0001","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1412","COLSET-MOD004-0002","COLSET-MOD004-0002","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1413","COLSET-MOD004-0003","COLSET-MOD004-0003","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1414","COLSET-MOD004-0004","COLSET-MOD004-0004","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1415","COLSET-MOD004-0005","COLSET-MOD004-0005","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1416","COLSET-MOD004-0006","COLSET-MOD004-0006","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1417","COLSET-MOD004-0007","COLSET-MOD004-0007","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1418","COLSET-MOD004-0008","COLSET-MOD004-0008","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1419","COLSET-MOD004-0009","COLSET-MOD004-0009","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1420","COLSET-MOD004-0010","COLSET-MOD004-0010","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1421","COLSET-MOD004-0011","COLSET-MOD004-0011","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1422","COLSET-MOD004-0012","COLSET-MOD004-0012","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1423","COLSET-MOD004-0013","COLSET-MOD004-0013","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1424","COLSET-MOD004-0014","COLSET-MOD004-0014","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1425","COLSET-MOD004-0015","COLSET-MOD004-0015","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1426","COLSET-MOD004-0016","COLSET-MOD004-0016","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1427","COLSET-MOD004-0017","COLSET-MOD004-0017","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1428","COLSET-MOD004-0018","COLSET-MOD004-0018","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1429","COLSET-MOD004-0019","COLSET-MOD004-0019","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1430","COLSET-MOD004-0020","COLSET-MOD004-0020","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1431","COLSET-MOD004-0021","COLSET-MOD004-0021","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1432","COLSET-MOD004-0022","COLSET-MOD004-0022","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1433","COLSET-MOD004-0023","COLSET-MOD004-0023","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1434","COLSET-MOD004-0024","COLSET-MOD004-0024","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1435","COLSET-MOD004-0025","COLSET-MOD004-0025","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1436","COLSET-MOD004-0026","COLSET-MOD004-0026","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1437","COLSET-MOD004-0027","COLSET-MOD004-0027","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1438","COLSET-MOD004-0028","COLSET-MOD004-0028","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1439","COLSET-MOD004-0029","COLSET-MOD004-0029","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1440","COLSET-MOD004-0030","COLSET-MOD004-0030","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1441","COLSET-MOD004-0031","COLSET-MOD004-0031","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1442","COLSET-MOD004-0032","COLSET-MOD004-0032","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1443","COLSET-MOD004-0033","COLSET-MOD004-0033","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1444","COLSET-MOD004-0034","COLSET-MOD004-0034","Round Half-Belly Column Set - Tuscan Round Cap & Tuscan Base Round — COLSET-MOD004","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1445","COLSET-MOD005-0001","COLSET-MOD005-0001","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1446","COLSET-MOD005-0002","COLSET-MOD005-0002","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1447","COLSET-MOD005-0003","COLSET-MOD005-0003","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1448","COLSET-MOD005-0004","COLSET-MOD005-0004","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1449","COLSET-MOD005-0005","COLSET-MOD005-0005","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1450","COLSET-MOD005-0006","COLSET-MOD005-0006","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1451","COLSET-MOD005-0007","COLSET-MOD005-0007","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1452","COLSET-MOD005-0008","COLSET-MOD005-0008","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1453","COLSET-MOD005-0009","COLSET-MOD005-0009","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1454","COLSET-MOD005-0010","COLSET-MOD005-0010","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1455","COLSET-MOD005-0011","COLSET-MOD005-0011","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1456","COLSET-MOD005-0012","COLSET-MOD005-0012","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1457","COLSET-MOD005-0013","COLSET-MOD005-0013","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1458","COLSET-MOD005-0014","COLSET-MOD005-0014","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1459","COLSET-MOD005-0015","COLSET-MOD005-0015","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1460","COLSET-MOD005-0016","COLSET-MOD005-0016","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1461","COLSET-MOD005-0017","COLSET-MOD005-0017","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1462","COLSET-MOD005-0018","COLSET-MOD005-0018","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1463","COLSET-MOD005-0019","COLSET-MOD005-0019","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1464","COLSET-MOD005-0020","COLSET-MOD005-0020","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1465","COLSET-MOD005-0021","COLSET-MOD005-0021","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1466","COLSET-MOD005-0022","COLSET-MOD005-0022","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1467","COLSET-MOD005-0023","COLSET-MOD005-0023","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1468","COLSET-MOD005-0024","COLSET-MOD005-0024","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1469","COLSET-MOD005-0025","COLSET-MOD005-0025","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1470","COLSET-MOD005-0026","COLSET-MOD005-0026","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1471","COLSET-MOD005-0027","COLSET-MOD005-0027","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1472","COLSET-MOD005-0028","COLSET-MOD005-0028","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1473","COLSET-MOD005-0029","COLSET-MOD005-0029","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1474","COLSET-MOD005-0030","COLSET-MOD005-0030","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1475","COLSET-MOD005-0031","COLSET-MOD005-0031","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1476","COLSET-MOD005-0032","COLSET-MOD005-0032","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1477","COLSET-MOD005-0033","COLSET-MOD005-0033","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1478","COLSET-MOD005-0034","COLSET-MOD005-0034","Square Plain Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD005","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1479","COLSET-MOD006-0001","COLSET-MOD006-0001","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1480","COLSET-MOD006-0002","COLSET-MOD006-0002","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1481","COLSET-MOD006-0003","COLSET-MOD006-0003","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1482","COLSET-MOD006-0004","COLSET-MOD006-0004","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1483","COLSET-MOD006-0005","COLSET-MOD006-0005","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1484","COLSET-MOD006-0006","COLSET-MOD006-0006","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1485","COLSET-MOD006-0007","COLSET-MOD006-0007","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1486","COLSET-MOD006-0008","COLSET-MOD006-0008","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1487","COLSET-MOD006-0009","COLSET-MOD006-0009","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1488","COLSET-MOD006-0010","COLSET-MOD006-0010","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1489","COLSET-MOD006-0011","COLSET-MOD006-0011","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1490","COLSET-MOD006-0012","COLSET-MOD006-0012","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1491","COLSET-MOD006-0013","COLSET-MOD006-0013","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
